4898 11 1
0,3076923077 0,026788202 0,2168674699 0,3082822086 0,1300075149 0,149825784 0,373549884 1 0,2545454545 0,2674418605 0,1290322581 0,5
0,3846153846 0,0001791187 0,265060241 0,0107361963 0,106884791 0,1428571429 0,2853828306 7,28990603311125E-06 0,4181818182 0,5 0,3225806452 0,3333333333
0,2596153846 0,0001791187 0,2048192771 0,240797546 0,1473495578 0,1881533101 0,4361948956 1,3289828694108E-05 0,7 0,2325581395 0,2903225806 0,3333333333
0,2403846154 0,0002587271 0,1746987952 0,0858895706 0,1328978554 0,0940766551 0,505800464 8,0898957212442E-06 0,5181818182 0,3604651163 0,3387096774 0,5
0,2884615385 6,96572861521315E-05 0,1987951807 0,0628834356 0,1704722816 0,1010452962 0,252900232 8,48989056531061E-06 0,6454545455 0,1976744186 0,1612903226 0,6666666667
0,2403846154 0,0001890698 0,1506024096 0,0797546012 0,1097751315 0,1742160279 0,3387470998 0,9940000773 0,5090909091 0,1860465116 0,2258064516 0,5
0,2403846154 0,0001890698 0,1506024096 0,0797546012 0,1097751315 0,1742160279 0,3387470998 0,9940000773 0,5090909091 0,1860465116 0,2258064516 0,5
0,3461538462 0,0001194125 0,2228915663 0,2507668712 0,1386785363 0,1428571429 0,4199535963 1,23898402949586E-05 0,2818181818 0,2325581395 0,1935483871 0,5
0,2403846154 0,0001492656 0,1265060241 0,0690184049 0,1011041101 0,0940766551 0,3085846868 7,08990861107804E-06 0,5818181818 0,1279069767 0,3387096774 0,6666666667
0,3365384615 0,0002288739 0,4156626506 0,1472392638 0,118446153 0,1951219512 0,3503480278 1,05898634966595E-05 0,3090909091 0,2674418605 0,0967741935 0,3333333333
0,1346153846 0,0001592167 0,2710843373 0,0490797546 0,0779813862 0,0662020906 0,2761020882 0,991000116 0,7545454545 0,3139534884 0,5161290323 0,8333333333
0,3076923077 0,0001592167 0,1927710843 0,0107361963 0,106884791 0,1289198606 0,2645011601 0,991000116 0,4090909091 0,2325581395 0,5161290323 0,8333333333
0,3461538462 0,0001194125 0,2228915663 0,2507668712 0,1386785363 0,1428571429 0,4199535963 1,23898402949586E-05 0,2818181818 0,2325581395 0,1935483871 0,5
0,3076923077 8,95593679098834E-05 0,1987951807 0,0521472393 0,0982137696 0,0522648084 0,2737819026 6,2899189229451E-06 0,4272727273 0,1976744186 0,4193548387 0,6666666667
0,4326923077 0,0001293635 0,3493975904 0,2530674847 0,1415688768 0,2090592334 0,4733178654 1,34898261161413E-05 0,2636363636 0,3372093023 0,2096774194 0,5
0,3269230769 0,0001293635 0,2108433735 0,213190184 0,1386785363 0,1149825784 0,3921113689 1,10898570517426E-05 0,3 0,2906976744 0,1451612903 0,5
0,3173076923 0,0001293635 0,2409638554 0,009202454 0,1993756865 0,0766550523 0,3410672854 5,68992665684537E-06 0,6363636364 0,2441860465 0,4193548387 0,5
0,4423076923 8,95593679098834E-05 0,186746988 0,0935582822 0,1097751315 0,0940766551 0,2853828306 7,38990474412786E-06 0,3454545455 0,1162790698 0,4193548387 0,6666666667
0,3461538462 0,0001592167 0,186746988 0,1196319018 0,1300075149 0,1742160279 0,403712297 9,18988154242695E-06 0,3363636364 0,1162790698 0,1290322581 0,3333333333
0,1442307692 0,0001592167 0,1987951807 0,0107361963 0,0953234291 0,0801393728 0,2041763341 0,00000349 0,7909090909 0,1860465116 0,4838709677 0,8333333333
0,2596153846 0,0001990208 0,156626506 0,1257668712 5,78068096421758E-05 0,1463414634 0,3016241299 8,48989056531061E-06 0,5454545455 0,1744186047 0,3548387097 0,5
0,2403846154 0,0001492656 0,1265060241 0,0690184049 0,1011041101 0,0940766551 0,3085846868 7,08990861107804E-06 0,5818181818 0,1279069767 0,3387096774 0,6666666667
0,2596153846 0,0002089719 0,1506024096 0,1533742331 0,112665472 0,1045296167 0,2575406032 9,08988283141035E-06 0,5363636364 0,1395348837 0,3387096774 0,5
0,1923076923 0,0002089719 0,1265060241 0,0306748466 0,0722007052 0,0348432056 0,2575406032 0,00000229 0,6090909091 0,6627906977 0,9677419355 0,6666666667
0,2403846154 0,0001890698 0,1506024096 0,0797546012 0,1097751315 0,1742160279 0,3387470998 0,9940000773 0,5090909091 0,1860465116 0,2258064516 0,5
0,2403846154 8,95593679098834E-05 0,2530120482 0,0337423313 0,0808717267 0,149825784 0,2273781903 0,00000369 0,5 0,2441860465 0,6129032258 0,5
0,2403846154 7,96083270310074E-05 0,2409638554 0,0153374233 0,0953234291 0,1986062718 0,3225058005 4,2899447026128E-06 0,6545454545 0,3604651163 0,5483870968 0,3333333333
0,3942307692 0,0002089719 0,234939759 0,0935582822 0,1039944505 0,0139372822 0,2505800464 6,68991376701152E-06 0,3636363636 0,2325581395 0,435483871 0,3333333333
0,3365384615 0,0002288739 0,4156626506 0,1472392638 0,118446153 0,1951219512 0,3503480278 1,05898634966595E-05 0,3090909091 0,2674418605 0,0967741935 0,3333333333
0,1634615385 0,000238825 0,2710843373 0,0659509202 0,0808717267 0,0801393728 0,4222737819 5,08993439074574E-06 0,7181818182 0,3139534884 0,564516129 0,6666666667
0,1346153846 0,0001592167 0,2710843373 0,0490797546 0,0779813862 0,0662020906 0,2761020882 0,991000116 0,7545454545 0,3139534884 0,5161290323 0,8333333333
0,3269230769 0,0002885802 0,0903614458 0,0214723926 0,0837620672 0,0871080139 0,180974478 0,00000319 0,5272727273 0,4302325581 0,7419354839 0,6666666667
0,2211538462 0,0002089719 0,1626506024 0,0168711656 0,0693103648 0,0383275261 0,1554524362 0,00000219 0,4454545455 0,3372093023 0,7419354839 0,6666666667
0,5192307692 0,0001393146 0,2409638554 0,027607362 0,1560205792 0,0557491289 0,3294663573 8,0898957212442E-06 0,2909090909 0,2790697674 0,2096774194 0,1666666667
0,3269230769 0,0002885802 0,0903614458 0,0214723926 0,0837620672 0,0871080139 0,180974478 0,00000319 0,5272727273 0,4302325581 0,7419354839 0,6666666667
0,4038461538 9,95104087887593E-05 0,2228915663 0,0107361963 5,78068096421758E-05 0,0452961672 0,2018561485 4,08994728057959E-06 0,3090909091 0,4534883721 0,6612903226 0,5
0,2596153846 0,0001393146 0,2048192771 0,1748466258 0,1531302387 0,1846689895 0,3897911833 1,11898557627593E-05 0,7272727273 0,2558139535 0,3064516129 0,5
0,3461538462 9,95104087887593E-05 0,2409638554 0,0153374233 0,1357881958 0,0696864111 0,2157772622 6,58991505599491E-06 0,5090909091 0,2558139535 0,435483871 0,3333333333
0,2596153846 0,0004378458 0,1024096386 0,0122699387 0,1357881958 0,0104529617 0,0394431555 6,08992150091189E-06 0,4909090909 0,1162790698 0,3225806452 0,1666666667
0,3076923077 6,96572861521315E-05 0,2289156627 0,0245398773 0,1357881958 0,1080139373 0,2018561485 5,68992665684537E-06 0,3727272727 0,1976744186 0,3870967742 0,8333333333
0,2019230769 0,4128885881 0,078313253 0,0122699387 5,78068096421758E-05 0,031358885 0,1276102088 5,08993439074574E-06 0,5181818182 0,3488372093 0,4032258065 0,3333333333
0,4134615385 0,0003681885 0,2048192771 0,1180981595 0,106884791 0,1080139373 0,4802784223 1,04898647856429E-05 0,5363636364 0,488372093 0,2741935484 0,3333333333
0,1923076923 0,4128885881 0,078313253 0,0122699387 5,78068096421758E-05 0,031358885 0,1276102088 5,08993439074574E-06 0,5181818182 0,3488372093 0,4032258065 0,3333333333
0,25 0,0004179437 0,0963855422 0,1886503067 0,1213364934 0,0836236934 0,2993039443 1,02898673636097E-05 0,5090909091 0,1279069767 0,1612903226 0,3333333333
0,2788461538 0,1044063209 0,1927710843 0,1809815951 0,1473495578 0,1114982578 0,2250580046 0,9970000387 0,7454545455 0,2674418605 0,1935483871 0,5
0,2115384615 0,0003184333 0,1807228916 0,0153374233 0,1357881958 0,0975609756 0,2505800464 5,98992278989529E-06 0,4090909091 0,3023255814 0,3387096774 0,5
0,2692307692 0,0001691677 0,234939759 0,0130368098 5,78068096421758E-05 0,1324041812 0,1856148492 3,98994856956299E-06 0,5727272727 0,2093023256 0,5483870968 0,6666666667
0,5769230769 0,0002786291 0,2710843373 0,0153374233 0,1213364934 0,031358885 0,2668213457 7,28990603311125E-06 0,1909090909 0,2790697674 0,4516129032 0,3333333333
0,5576923077 0,0001492656 0,2409638554 0,013803681 0,1271171744 0,0592334495 0,2923433875 6,58991505599491E-06 0,2181818182 0,3139534884 0,4677419355 0,3333333333
0,2403846154 0,0004676989 0,2710843373 0,1901840491 0,1357881958 0,1080139373 0,4013921114 1,02898673636097E-05 0,4363636364 0,2790697674 0,1935483871 0,5
0,2596153846 0,1143573618 0,1746987952 0,0207055215 0,1097751315 0,2473867596 0,3642691415 0,9880001547 0,3636363636 0,0348837209 0,7903225806 0,6666666667
0,25 0,1243084027 0,1746987952 0,0805214724 0,1213364934 0,0766550523 0,2088167053 0,991000116 0,4636363636 0,1162790698 0,6451612903 0,6666666667
0,1826923077 1,99020817577519E-05 0,1626506024 0,0107361963 0,1357881958 0,0662020906 0,211136891 5,68992665684537E-06 0,5 0,2790697674 0,2419354839 0,3333333333
0,3942307692 0,0001691677 0,1746987952 0,0720858896 0,0895427481 0,1080139373 0,2505800464 4,68993954667922E-06 0,3090909091 0,1162790698 0,6129032258 0,6666666667
0,2980769231 0,0001194125 0,1686746988 0,009202454 0,1386785363 0,118466899 0,3480278422 6,48991634497831E-06 0,4272727273 0,2441860465 0,1774193548 0,5
0,2980769231 0,0001492656 0,2048192771 0,0521472393 0,1357881958 0,0766550523 0,2761020882 7,28990603311125E-06 0,4363636364 0,3488372093 0,2741935484 0,5
0,2884615385 0,0003084823 0,186746988 0,2108895706 0,1242268339 0,0905923345 0,3549883991 1,16898493178423E-05 0,4090909091 0,3720930233 0,1774193548 0,3333333333
0,4711538462 0,0001393146 0,2530120482 0,0260736196 0,1531302387 0,0871080139 0,2436194896 0,9930000902 0,2454545455 0,2441860465 0,3225806452 0,3333333333
0,3461538462 0,0003283843 0,2048192771 0,0628834356 0,1213364934 0,0592334495 0,2737819026 8,1898944322608E-06 0,4818181818 0,2325581395 0,3870967742 0,3333333333
0,2788461538 0,0001691677 0,2048192771 0,1878834356 0,1386785363 0,0975609756 0,3526682135 1,14898518958091E-05 0,6545454545 0,2906976744 0,2419354839 0,5
0,2115384615 0,0001791187 0,2530120482 0,0705521472 0,0779813862 0,2369337979 0,3921113689 4,2899447026128E-06 0,6181818182 0,2093023256 0,6935483871 0,8333333333
0,2211538462 0,0002288739 0,2228915663 0,1196319018 0,0895427481 0,2369337979 0,373549884 6,2899189229451E-06 0,6363636364 0,2093023256 0,5967741935 0,8333333333
0,5192307692 0,0001990208 0,2771084337 0,0398773006 0,1675819412 0,1289198606 0,2877030162 0,9950000644 0,3818181818 0,4186046512 0,2419354839 0,3333333333
0,5 0,0002288739 0,2951807229 0,0966257669 0,0982137696 0,0836236934 0,1902552204 6,58991505599491E-06 0,2454545455 0,1395348837 0,564516129 0,3333333333
0,4519230769 7,96083270310074E-05 0,1987951807 0,0061349693 0,2196080698 0,0522648084 0,1113689095 4,98993567972914E-06 0,3818181818 0,2790697674 0,4193548387 0,5
0,5288461538 0,0002587271 0,2951807229 0,1027607362 0,1502398983 0,0975609756 0,3178654292 0,9970000387 0,4090909091 0,4534883721 0,3548387097 0,3333333333
0,5192307692 0,0001990208 0,2771084337 0,0398773006 0,1675819412 0,1289198606 0,2877030162 0,9950000644 0,3818181818 0,4186046512 0,2419354839 0,3333333333
0,3269230769 0,0001592167 0,1807228916 0,0153374233 0,1386785363 0,0871080139 0,283062645 6,1899202119285E-06 0,4818181818 0,2674418605 0,4032258065 0,3333333333
0,3269230769 0,0001691677 0,1927710843 0,013803681 0,1357881958 0,0871080139 0,2853828306 6,1899202119285E-06 0,4909090909 0,2558139535 0,4032258065 0,3333333333
0,2884615385 0,000238825 0,1084337349 0,1058282209 0,118446153 0,2404181185 0,4965197216 8,78988669836043E-06 0,3818181818 0,2209302326 0,1451612903 0,3333333333
0,5096153846 0,0001890698 0,1927710843 0,0076687117 0,0895427481 0,0452961672 0,3294663573 6,48991634497831E-06 0,2818181818 0,2209302326 0,4193548387 0,3333333333
0,4903846154 0,0002587271 0,1927710843 0,0107361963 0,118446153 0,0348432056 0,4153132251 8,1898944322608E-06 0,4090909091 0,3139534884 0,2419354839 0,3333333333
0,3076923077 8,95593679098834E-05 0,2228915663 0,0782208589 0,0722007052 0,0940766551 0,2366589327 6,68991376701152E-06 0,4363636364 0,3139534884 0,4516129032 0,5
0,2788461538 0,0001691677 0,1385542169 0,1012269939 0,1097751315 0,2055749129 0,4895591647 8,0898957212442E-06 0,3818181818 0,1511627907 0,2419354839 0,3333333333
0,2980769231 0,000238825 0,1024096386 0,1073619632 0,1213364934 0,2334494774 0,4872389791 8,78988669836043E-06 0,3727272727 0,2093023256 0,1451612903 0,3333333333
0,2884615385 0,000238825 0,1084337349 0,1058282209 0,118446153 0,2404181185 0,4965197216 8,78988669836043E-06 0,3818181818 0,2209302326 0,1451612903 0,3333333333
0,2211538462 0,0005174541 0 0,0107361963 0,1213364934 0,0766550523 0,162412993 6,58991505599491E-06 0,5363636364 0,1860465116 0,2258064516 0,1666666667
0,1442307692 0,3929865064 0,0421686747 0,0107361963 0,1011041101 0,0836236934 0,2157772622 0,991000116 0,7090909091 0,1511627907 0,4193548387 0,5
0,3942307692 7,96083270310074E-05 0,1807228916 0,0644171779 0,106884791 0,1219512195 0,3758700696 9,58987638649337E-06 0,6818181818 0,2558139535 0,1612903226 0,1666666667
0,3653846154 0,000248776 0,2168674699 0,023006135 0,0982137696 0,0836236934 0,3781902552 7,28990603311125E-06 0,6363636364 0,3023255814 0,4032258065 0,1666666667
0,3846153846 0,0002189229 0,1746987952 0,2492331288 0,1560205792 0,0731707317 0,2923433875 1,26898364280084E-05 0,4 0,1860465116 0,1612903226 0,5
0,3846153846 0,0002189229 0,1746987952 0,2492331288 0,1560205792 0,0731707317 0,2923433875 1,26898364280084E-05 0,4 0,1860465116 0,1612903226 0,5
0,1826923077 0,0001791187 0,1626506024 0,0536809816 0,5809006301 0,2491289199 0,4187935035 7,08990861107804E-06 0,5 0,1860465116 0,2258064516 0,5
0,3846153846 0,0002189229 0,1746987952 0,2492331288 0,1560205792 0,0731707317 0,2923433875 1,26898364280084E-05 0,4 0,1860465116 0,1612903226 0,5
0,3557692308 5,97062452732556E-05 0,2048192771 0,0107361963 0,1589109197 0,1672473868 0,3341067285 7,38990474412786E-06 0,5181818182 0,6744186047 0,2580645161 0,5
0,3846153846 0,0002189229 0,1746987952 0,2492331288 0,1560205792 0,0731707317 0,2923433875 1,26898364280084E-05 0,4 0,1860465116 0,1612903226 0,5
0,2692307692 0,0001691677 0,2469879518 0,1042944785 0,1242268339 0,0940766551 0,3294663573 7,48990345514446E-06 0,3909090909 0,4418604651 0,3548387097 0,6666666667
0,1826923077 0,0001791187 0,1626506024 0,0536809816 0,5809006301 0,2491289199 0,4187935035 7,08990861107804E-06 0,5 0,1860465116 0,2258064516 0,5
0,4230769231 0,0001492656 0,2951807229 0,004601227 0,1646916007 0,0452961672 0,1484918794 5,68992665684537E-06 0,3181818182 0,1860465116 0,3870967742 0,5
0,2115384615 0,0001592167 0,1927710843 0,0874233129 2,89034048210879E-05 0,1114982578 0,2784222738 7,48990345514446E-06 0,7272727273 0,2209302326 0,3870967742 0,3333333333
0,2211538462 0,0003681885 0,1626506024 0,0030674847 0,112665472 0,0383275261 0,1693735499 5,58992794582876E-06 0,4636363636 0,1162790698 0,2419354839 0,3333333333
0,3461538462 0,0001492656 0,2590361446 0,0122699387 0,1271171744 0,0696864111 0,2412993039 6,68991376701152E-06 0,4545454545 0,4651162791 0,4193548387 0,5
0,3269230769 0,0001194125 0,2289156627 0,0061349693 0,106884791 0,0662020906 0,150812065 4,68993954667922E-06 0,4454545455 0,1744186047 0,4838709677 0,3333333333
0,3557692308 5,97062452732556E-05 0,2048192771 0,0107361963 0,1589109197 0,1672473868 0,3341067285 7,38990474412786E-06 0,5181818182 0,6744186047 0,2580645161 0,5
0,375 0,0001691677 0,2590361446 0,0598159509 0,1791433031 0,06271777 0,2459396752 9,48987767547676E-06 0,6 0,3255813953 0,3064516129 0,5
0,4230769231 0,0005274052 0,2710843373 0,0736196319 2,89034048210879E-05 0,0452961672 0,252900232 8,2898931432774E-06 0,3818181818 0,1395348837 0,2580645161 0,3333333333
0,3653846154 0,0001293635 0,265060241 0,0199386503 0,1039944505 0,0278745645 0,2552204176 4,1899459915962E-06 0,2636363636 0,5581395349 0,7741935484 0,5
0,3461538462 0,0001393146 0,1987951807 0,0214723926 0,1300075149 0,1010452962 0,2134570766 5,98992278989529E-06 0,6363636364 0,3837209302 0,5483870968 0,3333333333
0,3269230769 0,0001791187 0,156626506 0,1855828221 0,1039944505 0,1637630662 0,475638051 1,14898518958091E-05 0,6272727273 0,3255813953 0,3225806452 0,5
0,25 0,0001691677 0,2469879518 0,1226993865 0,1213364934 0,1916376307 0,3805104408 9,38987896446016E-06 0,2545454545 0,2558139535 0,1774193548 0,3333333333
0,2403846154 0,000238825 0,2108433735 0,1610429448 0,112665472 0,0940766551 0,4385150812 1,12898544737759E-05 0,5818181818 0,3255813953 0,2258064516 0,6666666667
0,2884615385 0,0001691677 0,1746987952 0,0214723926 0,1213364934 0,0592334495 0,4176334107 8,0898957212442E-06 0,6727272727 0,3720930233 0,3548387097 0,5
0,5769230769 0,0003582375 0,2409638554 0,0337423313 0,1039944505 0,1149825784 0,3665893271 8,48989056531061E-06 0,2272727273 0,1976744186 0,1935483871 0,3333333333
0,3269230769 0,0001194125 0,1506024096 0,0598159509 0,1271171744 0,1010452962 0,2320185615 7,78989958819427E-06 0,4636363636 0,1627906977 0,2258064516 0,3333333333
0,4230769231 0,0005274052 0,2710843373 0,0736196319 2,89034048210879E-05 0,0452961672 0,252900232 8,2898931432774E-06 0,3818181818 0,1395348837 0,2580645161 0,3333333333
0,3557692308 0,0003383354 0,2710843373 0,1303680982 0,0837620672 0,06271777 0,2691415313 0,9950000644 0,3636363636 0,1627906977 0,3387096774 0,5
0,3461538462 0,0001393146 0,1987951807 0,0214723926 0,1300075149 0,1010452962 0,2134570766 5,98992278989529E-06 0,6363636364 0,3837209302 0,5483870968 0,3333333333
0,25 0,0001791187 0,1807228916 0,0245398773 0,0722007052 0,1080139373 0,2900232019 0,991000116 0,4454545455 0,2906976744 0,4193548387 0,5
0,3942307692 0,0003781396 0,1927710843 0,0536809816 0,0953234291 0,1324041812 0,2993039443 4,08994728057959E-06 0,4181818182 0,2558139535 0,7741935484 0,6666666667
0,2596153846 0,0003283843 0,3855421687 0,1717791411 0,1878143245 0,2195121951 0,5011600928 1,06898622076761E-05 0,3636363636 0,3372093023 0,1451612903 0,3333333333
0,3557692308 0,000238825 0,2228915663 0,009202454 0,1386785363 0,0696864111 0,4060324826 6,68991376701152E-06 0,3363636364 0,2441860465 0,2096774194 0,3333333333
0,2692307692 0,0001293635 0,2289156627 0,0245398773 0,0750910457 0,1324041812 0,2204176334 4,2899447026128E-06 0,4818181818 0,2093023256 0,5 0,8333333333
0,3173076923 0,0001293635 0,1807228916 0,0122699387 0,106884791 0,149825784 0,3109048724 6,08992150091189E-06 0,3727272727 0,1279069767 0,3064516129 0,5
0,3653846154 0,0001791187 0,2831325301 0,0153374233 0,196485346 0,0104529617 0,1067285383 7,28990603311125E-06 0,3454545455 0,2674418605 0,2580645161 0,3333333333
0,3653846154 0,0001293635 0,265060241 0,0199386503 0,1039944505 0,0278745645 0,2552204176 4,1899459915962E-06 0,2636363636 0,5581395349 0,7741935484 0,5
0,2980769231 0,0001691677 0,156626506 0,0705521472 0,0693103648 0,118466899 0,2923433875 7,68990087717767E-06 0,4 0,5813953488 0,435483871 0,6666666667
0,3173076923 0,0001791187 0,1927710843 0,2124233129 0,2138273889 0,0940766551 0,2273781903 0,9970000387 0,2181818182 0,2325581395 0,1935483871 0,5
0,3365384615 0,0001393146 0,2409638554 0,2170245399 0,1213364934 0,1480836237 0,2795823666 1,26898364280084E-05 0,5818181818 0,2209302326 0,1774193548 0,6666666667
0,2307692308 0,0002885802 0,1325301205 0,1180981595 0,0722007052 0,118466899 0,4802784223 9,28988025344355E-06 0,5545454545 0,4418604651 0,2580645161 0,5
0,3942307692 0,0001393146 0,2710843373 0,2085889571 0,1097751315 0,1777003484 0,3062645012 1,20898441619088E-05 0,2818181818 0,2790697674 0,1935483871 0,5
0,2980769231 0,0001691677 0,156626506 0,0705521472 0,0693103648 0,118466899 0,2923433875 7,68990087717767E-06 0,4 0,5813953488 0,435483871 0,6666666667
0,3365384615 0,0001393146 0,2409638554 0,2170245399 0,1213364934 0,1480836237 0,2795823666 1,26898364280084E-05 0,5818181818 0,2209302326 0,1774193548 0,6666666667
0,3173076923 0,0001791187 0,1927710843 0,2124233129 0,2138273889 0,0940766551 0,2273781903 0,9970000387 0,2181818182 0,2325581395 0,1935483871 0,5
0,3461538462 0,0001691677 0,2228915663 0,0966257669 0 0,0418118467 0,1948955916 6,78991247802812E-06 0,2545454545 0,3023255814 0,435483871 0,6666666667
0,2884615385 9,95104087887593E-05 0,2228915663 0,013803681 0,0779813862 0,1219512195 0,1948955916 0,991000116 0,5272727273 0,2674418605 0,4516129032 0,5
0,3076923077 8,95593679098834E-05 0,2228915663 0,013803681 0,0808717267 0,0836236934 0,1531322506 5,08993439074574E-06 0,5272727273 0,2790697674 0,4516129032 0,6666666667
0,25 0,0002189229 0,2289156627 0,1104294479 0,1328978554 0,1149825784 0,4245939675 8,38989185429401E-06 0,3454545455 0,1744186047 0,1612903226 0,3333333333
0,1153846154 0,000248776 0,0963855422 0,013803681 0,1415688768 0,0278745645 0,2041763341 4,58994083566261E-06 0,6909090909 0,2558139535 0,435483871 0,5
0,1153846154 0,000248776 0,0963855422 0,013803681 0,1415688768 0,0278745645 0,2041763341 4,58994083566261E-06 0,6909090909 0,2558139535 0,435483871 0,5
0,4903846154 0,000248776 0,1927710843 0,013803681 0,1357881958 0,031358885 0,4431554524 8,2898931432774E-06 0,4272727273 0,2790697674 0,2258064516 0,3333333333
0,3076923077 0,0001791187 0,2771084337 0,2292944785 0,106884791 0,2055749129 0,3758700696 1,14898518958091E-05 0,2 0,1511627907 0,1290322581 0,5
0,25 0,0002189229 0,2289156627 0,1104294479 0,1328978554 0,1149825784 0,4245939675 8,38989185429401E-06 0,3454545455 0,1744186047 0,1612903226 0,3333333333
0,2403846154 0,0001293635 0,2409638554 0,0168711656 0,0895427481 0,1602787456 0,2900232019 4,58994083566261E-06 0,6363636364 0,3139534884 0,564516129 0,5
0,4038461538 0,0001492656 0,2771084337 0,013803681 2,89034048210879E-05 0,0975609756 0,2691415313 0,00000359 0,4636363636 0,2906976744 0,7258064516 0,5
0,5192307692 0,0001990208 0,2469879518 0,0061349693 0,1213364934 0,0418118467 0,1160092807 5,08993439074574E-06 0,2181818182 0,0348837209 0,4032258065 0,5
0,3365384615 0,0001890698 0,234939759 0,0935582822 0,184923984 0,0905923345 0,4153132251 8,68988798734382E-06 0,5181818182 0,0930232558 0,2741935484 0,3333333333
0,3653846154 0,000238825 0,2168674699 0,0153374233 5,78068096421758E-05 0,1045296167 0,3387470998 0,9920001031 0,4636363636 0,3488372093 0,5322580645 0,5
0,1153846154 0,000248776 0,0963855422 0,013803681 0,1415688768 0,0278745645 0,2041763341 4,58994083566261E-06 0,6909090909 0,2558139535 0,435483871 0,5
0,5673076923 0,0001592167 0,2710843373 0,009202454 0,0953234291 0,031358885 0,1160092807 5,48992923481216E-06 0,0181818182 0,2906976744 0,4516129032 0,5
0,4038461538 0,0001990208 0,2530120482 0,0996932515 0,1300075149 0,1358885017 0,3712296984 8,78988669836043E-06 0,4090909091 0,2441860465 0,4193548387 0,3333333333
0,4230769231 0,0002885802 0,2168674699 0,0061349693 0,0982137696 0,0522648084 0,1948955916 0,00000349 0,2909090909 0,1162790698 0,5967741935 0,8333333333
0,4038461538 0,0005274052 0,2289156627 0,1763803681 0,8699346783 0,0766550523 0,4895591647 1,21898428729254E-05 0,2 0,3023255814 0,1935483871 0,3333333333
0,3269230769 0,0001791187 0,265060241 0,0996932515 0,0779813862 0,0801393728 0,2714617169 0,9920001031 0,2727272727 0,1395348837 0,5 0,8333333333
0,4230769231 0,0002885802 0,2168674699 0,0061349693 0,0982137696 0,0522648084 0,1948955916 0,00000349 0,2909090909 0,1162790698 0,5967741935 0,8333333333
0,25 0,0001492656 0,1987951807 0,0084355828 0,1271171744 0,0470383275 0,4837587007 0,991000116 0,5545454545 0,2558139535 0,4838709677 0,5
0,2019230769 0,0003184333 0,1927710843 0,0828220859 0,0982137696 0,1672473868 0,2737819026 0,991000116 0,7181818182 0,4186046512 0,7258064516 0,6666666667
0,3653846154 0,0001990208 0,234939759 0,009202454 0,1097751315 0,0662020906 0,2459396752 0,9930000902 0,4 0,523255814 0,3225806452 0,5
0,4038461538 0,0001990208 0,2530120482 0,0996932515 0,1300075149 0,1358885017 0,3712296984 8,78988669836043E-06 0,4090909091 0,2441860465 0,4193548387 0,3333333333
0,3269230769 0,0001492656 0,234939759 0,0260736196 0,0953234291 0,0940766551 0,2157772622 0,00000369 0,4909090909 0,3720930233 0,6935483871 0,6666666667
0,2884615385 0,000238825 0,2228915663 0,0429447853 0,0664200243 0,0592334495 0,180974478 0,00000309 0,3818181818 0,3604651163 0,7580645161 0,5
0,3269230769 0,0001492656 0,234939759 0,0260736196 0,0953234291 0,0940766551 0,2157772622 0,00000369 0,4909090909 0,3720930233 0,6935483871 0,6666666667
0,2980769231 9,95104087887593E-05 0,2289156627 0,0904907975 0,112665472 0,06271777 0,2343387471 7,18990732209465E-06 0,3454545455 0,2325581395 0,4032258065 0,3333333333
0,5384615385 0,0001791187 0,3192771084 0,009202454 0,1357881958 0,0801393728 0,2320185615 4,98993567972914E-06 0,4636363636 0,0697674419 0,7258064516 0,5
0,4326923077 0,000248776 0,2530120482 0,0084355828 0,0953234291 0,0557491289 0,2018561485 3,98994856956299E-06 0,4363636364 0,1162790698 0,7096774194 0
0,3365384615 0,0002089719 0,1807228916 0,1901840491 0,1242268339 0,1533101045 0,5313225058 1,14898518958091E-05 0,3090909091 0,2209302326 0,1129032258 0,5
0,3942307692 0,0003283843 0,2228915663 0,0598159509 2,89034048210879E-05 0,1324041812 0,2436194896 0,991000116 0,4090909091 0,3720930233 0,7096774194 0,6666666667
0,3942307692 0,0003582375 0,2228915663 0,0805214724 0,0953234291 0,0871080139 0,1948955916 0,991000116 0,4 0,3720930233 0,7419354839 0,6666666667
0,375 0,0003084823 0,1807228916 0,0705521472 0,106884791 0,0940766551 0,283062645 7,18990732209465E-06 0,6 0,2558139535 0,4838709677 0,5
0,375 0,0001791187 0,186746988 0,0107361963 0,1242268339 0,1567944251 0,3387470998 6,58991505599491E-06 0,6363636364 0,3255813953 0,3387096774 0,5
0,3846153846 0,000238825 0,186746988 0,0168711656 0,1039944505 0,1533101045 0,4315545244 0,9920001031 0,2818181818 0,3023255814 0,4032258065 0,3333333333
0,2884615385 0,000238825 0,2228915663 0,0429447853 0,0664200243 0,0592334495 0,180974478 0,00000309 0,3818181818 0,3604651163 0,7580645161 0,5
0,3365384615 0,0001592167 0,234939759 0,0460122699 0,0693103648 0,1149825784 0,2482598608 5,68992665684537E-06 0,4090909091 0,3372093023 0,4677419355 0,3333333333
0,3173076923 0,0003582375 0,2228915663 0,032208589 0,118446153 0,1149825784 0,2761020882 0,00000249 0,3181818182 0,2441860465 0,8870967742 0,6666666667
0,625 0,0001691677 0,2891566265 0,0245398773 0,1213364934 0,0905923345 0,3596287703 0,9970000387 0,4272727273 0,4302325581 0,2741935484 0,3333333333
